100000	1
100001	2
100002	3
100003	4
100004	5
100005	6
100006	4
100007	7
100008	8
100009	9
100010	10
100011	11
100012	12
100013	13
100014	14
100015	15
100015	16
100016	17
100017	18
100017	19
100018	20
100019	21
100020	22
100021	23
100022	24
100023	25
100024	26
100025	27
100025	28
100026	29
100027	30
100027	31
100028	32
100029	33
100030	34
100031	35
100032	36
100032	37
100032	38
100033	39
100033	40
100034	41
100034	42
100035	43
100036	44
100037	45
100038	46
100039	47
100039	48
100040	49
100041	50
100042	51
100043	52
100044	53
100045	54
100046	55
100047	56
100047	57
100047	58
100048	59
100048	60
100049	61
100049	62
100049	63
100049	64
100050	65
100051	66
100052	67
100053	40
100054	68
100055	43
100056	69
100057	70
100057	71
100058	72
100059	1
100060	12
100061	73
100062	12
100063	74
100064	75
100065	76
100065	77
100066	78
100066	79
100067	80
100068	81
100069	82
100070	83
100071	84
100071	85
100072	86
100072	87
100073	88
100074	89
100075	90
100075	91
100076	92
100077	93
100078	94
100079	95
100080	3
100081	40
100082	96
100083	97
100084	98
100085	99
100085	2
100086	100
100087	101
100088	102
100088	103
100089	104
100090	105
100091	12
100092	106
100093	107
100093	108
100094	109
100095	110
100096	111
100097	112
100098	113
100099	114
100100	2
100101	115
100102	116
100103	70
100103	117
100104	60
100105	118
100106	119
100107	120
100108	58
100109	121
100109	122
100110	123
100110	124
100111	125
100112	126
100113	12
100113	106
100114	127
100115	128
100116	129
100116	130
100117	131
100118	132
100119	133
100120	134
100121	135
100122	136
100122	137
100123	70
100123	138
100124	32
100125	139
100125	140
100126	141
100127	52
100128	142
100129	143
100130	144
100131	119
100132	145
100133	146
100134	23
100135	147
100136	148
100136	149
100137	150
100137	151
100137	152
100138	153
100139	100
100140	154
100140	155
100141	156
100142	157
100143	158
100144	3
100145	159
100146	160
100147	161
100148	162
100149	163
100149	164
100150	157
100150	165
100150	88
100150	90
100151	166
100151	167
100152	168
100152	169
100153	170
100154	171
100154	172
100154	173
100155	126
100156	174
100157	175
100158	176
100159	177
100160	70
100161	178
100162	179
100163	180
100164	181
100164	182
100165	183
100165	15
100166	92
100166	77
100167	184
100167	185
100167	186
100168	187
100169	134
100170	188
100171	102
100172	189
100173	190
100174	191
100174	192
100175	107
100175	193
100175	108
100176	127
100177	52
100178	27
100178	28
100178	37
100178	38
100179	134
100180	194
100181	195
100182	129
100183	196
100183	197
100184	198
100185	199
100186	200
100187	201
100188	202
100188	67
100189	203
100189	21
100189	204
100190	205
100190	206
100191	207
100192	208
100193	156
100193	209
100194	210
100195	211
100196	212
100196	54
100196	213
100197	214
100198	215
100198	216
100199	217
100199	218
100200	219
100201	220
100202	170
100203	221
100203	222
100203	32
100204	223
100205	224
100206	225
100207	226
100207	227
100207	228
100208	229
100208	230
100208	231
100209	232
100210	233
100210	63
100211	234
100212	88
100212	200
100212	179
100213	235
100214	117
100215	236
100216	237
100217	95
100218	238
100218	239
100218	240
100219	241
100220	242
100220	243
100221	244
100222	78
100222	245
100222	111
100223	246
100224	247
100225	248
100225	247
100226	249
100227	250
100227	251
100228	214
100229	252
100230	253
100231	190
100232	242
100232	2
100233	254
100234	255
100235	256
100236	257
100237	258
100237	259
100238	12
100239	15
100240	260
100241	214
100242	261
