1	1
9	2
42	3
62	4
72	5
85	6
91	7
105	8
122	9
158	10
163	11
174	12
214	13
234	14
246	15
247	16
250	17
268	18
292	19
293	20
295	21
309	22
323	23
335	24
361	25
368	26
383	27
391	9
420	8
434	28
435	29
442	30
445	31
452	32
457	33
470	34
479	35
493	36
500	37
503	38
527	6
532	39
555	40
574	41
583	42
591	43
630	21
641	44
647	45
657	6
675	46
685	17
690	47
696	48
698	6
715	34
719	24
745	39
746	49
759	50
799	51
842	52
849	22
857	53
882	54
928	55
950	56
975	57
987	58
989	59
1027	39
1054	60
1061	61
1074	62
1091	63
1094	64
1095	65
1124	66
1132	67
1147	35
1153	68
1168	69
1191	5
1205	6
1234	70
1270	22
1290	5
1308	71
1309	72
1327	6
1330	73
1341	74
1350	75
1376	76
1394	77
1419	6
1460	78
1486	6
1494	79
1510	80
1537	81
1549	82
1556	83
1570	84
1592	6
1599	85
1605	86
1618	64
1635	75
1657	49
1673	6
1681	87
1692	88
1701	89
1706	90
1728	8
1739	91
1740	64
1769	92
1784	3
1795	93
1806	62
1830	22
1851	94
1857	24
1910	6
1915	95
1921	96
1929	97
1938	5
1964	98
1967	99
1999	100
2000	101
2002	102
2014	73
2041	75
2059	87
2060	40
2067	103
2081	103
2088	104
2094	105
2106	75
2110	36
2118	75
2137	106
2145	6
2146	107
2148	108
2172	109
2178	110
2197	56
2214	111
2247	17
2253	112
2254	14
2295	113
2296	106
2298	114
2320	115
2344	24
2362	6
2372	116
2388	117
2391	118
2425	119
2431	6
2442	120
2448	121
2464	6
2481	75
2498	8
2499	122
2503	123
2508	124
2526	125
2549	126
2558	127
2562	128
2582	64
2613	129
2629	5
2638	130
2647	6
2648	131
2669	132
2675	123
2692	133
2703	8
2713	134
2736	36
2751	6
2752	135
771	6
2791	35
2794	5
2802	136
2810	24
2863	6
2867	137
2870	138
2889	21
2890	139
2891	6
2898	34
2911	39
2936	64
2947	75
2972	81
2977	28
2988	72
3008	114
3041	140
3048	141
3063	24
3090	118
3141	66
3149	105
3168	39
3180	142
3200	6
3201	75
3204	75
3222	143
3231	144
3242	34
3244	6
3250	17
3272	49
3276	145
3286	75
3348	146
3359	147
3360	39
3375	148
3406	140
3410	149
3430	18
3457	150
3484	68
3493	151
3527	152
3534	153
3538	35
3542	154
3554	108
3569	6
3581	155
3590	156
3597	147
3625	6
3626	157
3656	158
3674	159
3702	5
3728	160
3746	12
3758	161
3783	162
3788	101
3812	5
3853	8
3858	75
3866	109
3875	163
3898	164
3908	165
3914	166
3918	167
3919	168
3929	39
3930	169
3939	24
3940	44
3943	170
3950	171
3977	6
3982	172
3994	3
4008	8
4009	173
4024	174
4025	175
4040	176
4046	115
4064	177
4077	117
4082	178
4091	179
4108	180
4113	40
4118	179
65	71
4145	181
4154	73
4176	73
4192	182
4199	48
4201	183
4202	64
4219	184
4227	179
4238	159
4247	185
4259	81
4275	6
4289	17
4302	186
4306	107
4308	73
4324	153
4339	187
4350	5
4368	5
4382	6
4387	188
4397	179
4419	172
4421	189
4431	121
4442	73
4468	88
4481	21
4484	107
4487	84
4489	75
4515	60
4521	190
4528	191
4536	6
4549	192
4554	45
4560	193
4563	8
4578	75
1948	24
4597	117
4599	3
4603	194
4604	195
4617	196
4637	197
4677	48
4678	75
4701	28
4711	116
4729	198
4739	199
4741	200
4751	201
4794	9
4653	75
4842	202
4861	40
4866	114
4890	203
4891	197
4911	70
4938	204
1006	202
4951	8
4964	109
4968	205
4969	40
4970	206
4976	162
4997	207
4998	36
5006	208
5013	209
5018	6
5026	210
5035	52
5047	211
5068	212
5070	40
5091	213
5104	214
5127	215
5132	216
5140	217
5144	218
5152	6
5163	219
5172	220
5176	221
5178	75
5201	222
5211	223
5239	224
5241	60
5242	33
5254	72
5268	64
5283	39
5299	225
5324	226
5325	227
5347	6
5355	228
5372	8
5384	84
5387	158
5110	8
5393	229
5407	8
5414	73
5415	68
5440	8
5456	106
5465	6
5480	6
5484	95
5495	230
5507	231
3109	177
5524	232
5544	84
5560	168
5583	197
5606	8
5626	233
5652	234
5661	6
5673	109
5682	41
5686	34
5697	235
5708	6
5727	5
5747	8
5749	24
5752	204
5761	36
5768	236
5780	158
5791	71
5799	197
5822	237
5842	158
5861	179
5872	238
5893	239
5905	204
5906	39
5922	240
5933	65
5948	73
5963	6
5968	125
5987	179
5999	241
6008	242
6010	73
6022	178
6036	237
6057	243
6069	39
6098	139
6100	244
6119	245
6124	6
6134	246
6138	24
3444	17
6169	8
1715	224
6183	162
6191	213
6201	247
6212	248
6220	75
6226	249
21	250
6248	251
6257	8
6274	9
6287	6
6288	252
6313	75
6314	106
6320	253
6328	254
6333	6
6338	75
6359	255
6382	192
6389	6
6396	11
1843	39
3829	24
4148	6
6444	8
6448	6
6457	84
6485	48
6498	158
6512	34
1182	159
6519	256
6530	80
6556	8
6565	257
6572	258
6578	259
6586	6
6593	8
6604	114
6610	6
6614	260
6617	75
6625	72
6633	84
6645	75
6648	159
6653	114
6665	261
6685	179
6695	262
6700	71
6704	263
6730	264
6748	5
6766	265
6783	144
3832	24
6819	180
6865	183
777	6
6882	133
5308	17
6905	203
6906	266
778	6
6907	6
6909	267
6929	44
6930	3
6931	179
6947	8
6955	40
6957	75
6965	268
6982	6
6987	269
6988	185
7010	257
7017	156
7023	270
7025	271
7037	272
7042	75
7060	24
7077	8
7088	224
7095	273
7101	274
7128	106
7129	114
7142	275
7143	8
7170	56
7181	144
7190	17
7201	276
2445	158
7208	277
7224	89
7225	278
7229	53
7252	60
6720	118
7261	226
7277	168
7279	206
7280	133
7286	6
7294	279
7299	280
7327	109
7331	281
7333	39
7348	24
7368	282
7385	114
7392	283
7397	284
7411	40
7418	73
7431	68
7452	285
7466	204
7468	27
7469	75
7479	73
7495	179
7514	286
7518	6
7523	287
7528	288
7531	140
7535	289
7541	195
7542	290
7547	287
7558	133
7559	8
7579	24
7593	291
7608	65
7625	84
7628	292
7642	182
7649	293
7654	216
7668	294
7677	15
7678	223
7695	73
7716	6
7725	69
7743	172
7759	5
7764	295
7787	125
7807	64
7829	296
7854	9
7876	224
7890	297
7918	6
7919	75
7951	73
448	138
7986	298
8019	299
8020	75
8026	300
8037	275
8038	301
8039	34
8045	8
8057	243
8068	24
8087	302
8101	303
8126	186
8129	160
8141	72
8157	304
8160	6
8165	6
8166	72
8185	132
8195	277
8210	305
8222	306
8228	307
8233	8
8248	308
8251	233
8252	237
8253	226
8257	110
8271	158
8281	109
8284	173
8301	6
8305	84
8306	309
8342	226
8353	187
8375	160
8376	310
8392	311
8421	228
8431	254
8434	312
8435	6
8436	39
8520	181
8523	313
8534	147
8551	314
8573	140
8575	299
8584	6
1818	75
8598	315
8637	106
8648	54
8683	316
8691	114
8716	317
8717	170
8721	15
8722	133
8743	33
7216	72
8764	35
8774	204
8781	318
8782	72
8806	205
8807	319
8809	320
7761	179
8828	88
8829	151
8834	321
8846	322
8849	109
8866	196
8883	8
8892	40
8900	204
8909	72
8927	198
8935	75
8943	147
8968	75
8976	323
8977	75
8986	229
8998	6
8999	5
9009	69
9021	56
9026	5
9042	118
9057	34
195	324
9062	3
9064	325
9098	5
9110	140
9111	326
9121	185
9135	221
9144	75
9146	24
9164	327
9179	18
9183	75
9197	254
9203	328
9208	91
9215	106
9220	3
9236	118
9245	8
9265	231
9272	144
9273	329
9284	8
9289	330
9294	91
9295	331
9302	24
9310	332
3541	28
9326	333
9337	110
1923	204
9339	89
9353	129
9360	78
9374	17
9394	268
9395	75
9396	206
9397	147
9398	75
9409	334
9410	40
9417	72
9430	154
9445	189
9451	39
9459	335
9484	336
9493	337
9511	316
9525	49
9539	61
9542	24
9559	204
529	254
9568	154
9580	338
9592	272
9599	236
9616	339
9617	95
9626	187
9636	69
9655	147
9682	160
9688	258
9689	279
9698	232
9720	340
9728	191
9734	186
5249	249
9745	36
9749	247
9753	341
9812	235
9822	75
9833	342
9845	343
9848	294
9859	75
9877	344
9884	345
9888	346
9918	114
9935	347
9939	88
9941	6
9942	192
9951	140
9953	6
9966	348
9967	349
9985	350
9999	98
10011	351
10012	230
10023	352
10024	325
10066	54
10091	205
10092	292
10110	334
10117	6
10118	24
611	22
10122	118
10135	5
10136	72
10141	353
10145	200
10148	114
10161	224
10166	136
10179	8
10180	344
10187	223
10203	179
10214	113
10218	34
10220	303
7585	75
10225	354
10231	355
10238	8
9817	212
10250	356
10254	6
10267	40
10272	295
10293	357
10308	133
10321	358
10338	101
10351	359
10359	360
10380	6
10383	6
10391	172
10406	6
10408	39
10419	90
10431	361
10472	75
10476	75
10488	362
10492	32
10497	363
10504	364
10522	295
10545	365
10565	41
10586	289
10597	366
10598	9
10625	17
10631	367
10646	368
10648	369
10661	370
10667	6
10669	371
10691	256
10711	372
10722	39
10753	114
10770	75
10786	75
10801	199
10810	64
10826	179
10832	209
10839	6
10840	36
10842	373
10852	204
10853	203
10859	374
10864	88
4305	42
10877	226
10884	75
10885	114
10906	375
10919	223
10933	376
10939	377
10972	114
10978	186
10982	18
9421	72
10999	8
11000	74
11037	102
11044	18
11064	378
